ProcessID	OperationID	BuildID	WUnit	StationID	ClockNumber	ScanInTime	ScanOutTime	RedirectedAt	Plant	FlowLine	SCDDTE	plannedtime
1-3T MAST MAINLINE  	20	A968           	212862         	AB61020   	102180	2022-07-06 10:05:53.933	2022-07-06 10:11:11.020	0	010            	1-8 TON   	2022-07-01	10.4821
4-7T MAST MAINLINE  	50	U005           	253521         	AB51050   	101751	2022-07-06 10:09:32.807	2022-07-06 10:12:36.017	0	010            	1-8 TON   	2022-07-01	13.4177
2/140/4-5 MAINLINE  	10	A099           	261090         	AB45ML01  	600385	2022-07-06 10:10:34.500	2022-07-06 10:44:11.017	0	010            	1-8 TON   	2022-07-06	27.45
4-7T MAST MAINLINE  	60	U005           	253521         	AB51060   	101751	2022-07-06 10:13:46.337	2022-07-06 10:24:19.900	0	010            	1-8 TON   	2022-07-01	18.9699
2/015/4-5 TILT SUB  	10	A099           	261090         	AB45FC04  	102332	2022-07-06 10:22:44.293	2022-07-06 10:25:37.050	0	010            	1-8 TON   	2022-07-06	8.49
1-3T MAST VALVE SUB 	10	A968           	212862         	AB62040   	102241	2022-07-06 10:27:45.520	2022-07-06 10:31:26.717	0	010            	1-8 TON   	2022-07-01	8.1308
1-3T MAST MAINLINE  	40	A968           	212862         	AB61040   	101579	2022-07-06 10:45:54.280	2022-07-06 10:58:23.890	0	010            	1-8 TON   	2022-07-01	11.4163
2/140/4-5 MAINLINE  	20	A099           	261090         	AB45ML02  	102332	2022-07-06 10:47:05.380	2022-07-06 10:47:25.883	0	010            	1-8 TON   	2022-07-06	9.35
2/140/4-5 MAINLINE  	30	A099           	261090         	AB45ML03  	102216	2022-07-06 10:47:12.630	2022-07-06 11:35:15.830	0	010            	1-8 TON   	2022-07-06	14.85
2/140/4-5 MAINLINE  	40	A099           	261090         	AB45ML04  	102235	2022-07-06 10:47:40.340	2022-07-06 11:48:42.853	0	010            	1-8 TON   	2022-07-06	18.2
2/002/4-7 LEVER SUB 	10	U005           	253521         	AB45FC20  	102165	2022-07-07 10:28:35.727	2022-07-07 10:29:00.463	0	010            	1-8 TON   	2022-07-01	7.72
2/005/4-5 COWL MAIN 	20	A099           	261090         	AB45FC03  	102281	2022-07-06 05:17:27.673	2022-07-06 05:49:13.677	0	010            	1-8 TON   	2022-07-06	29.41
2/140/4-5 MAINLINE  	50	A099           	261090         	AB45ML05  	600478	2022-07-06 05:17:59.773	2022-07-06 05:20:21.370	0	010            	1-8 TON   	2022-07-06	13.5
2/003/4-5 VALVE ASSY	10	U005           	253521         	AB45FC01  	102233	2022-07-06 05:43:25.477	2022-07-06 05:53:12.767	0	010            	1-8 TON   	2022-07-01	22.1712
2/140/4-5 MAINLINE  	60	A099           	261090         	AB45ML06  	102313	2022-07-06 06:15:09.210	2022-07-06 06:14:42.583	0	010            	1-8 TON   	2022-07-06	22.6799
1/170/1-8T TIREPRESS	10	U005           	253521         	ABTIRPRS  	NULL	2022-07-06 06:16:25.783	NULL	0	010            	1-8 TON   	2022-07-01	28.583233332
2/060/4-5 OHG/CAB SB	5	A099           	261090         	AB45FC14A 	102249	2022-07-06 06:18:08.530	2022-07-06 06:55:20.663	0	010            	1-8 TON   	2022-07-06	30.98
2/060/4-5 OHG/CAB SB	10	A099           	261090         	AB45FC14  	102249	2022-07-06 06:21:34.197	2022-07-06 06:55:16.550	0	010            	1-8 TON   	2022-07-06	18.5
2/001/4-5MASTERCYL  	10	U005           	253521         	AB45FC19  	102165	2022-07-06 06:32:41.120	2022-07-06 06:33:28.707	0	010            	1-8 TON   	2022-07-01	16.3504
2/005/4-5 COWL MAIN 	5	U005           	253521         	AB45FC21  	101580	2022-07-06 06:39:19.520	2022-07-06 06:50:24.767	0	010            	1-8 TON   	2022-07-01	20.0143
2/005/4-5 COWL MAIN 	10	U005           	253521         	AB45FC02  	102433	2022-07-06 06:58:54.407	2022-07-06 07:14:32.700	0	010            	1-8 TON   	2022-07-01	13.2672
2/040/4-5 EXHAUSTSUB	10	U005           	253521         	AB45FC12  	102260	2022-07-06 07:03:03.533	2022-07-06 07:07:06.530	0	010            	1-8 TON   	2022-07-01	8.9465806
2/140/4-5 MAINLINE  	70	A099           	261090         	AB45ML07  	600531	2022-07-06 07:11:22.160	2022-07-06 07:29:56.300	0	010            	1-8 TON   	2022-07-06	8.4
FLM SEAT ASSY       	10	U005           	253521         	AB92265   	102285	2022-07-06 07:11:44.130	2022-07-06 07:18:47.453	0	010            	1-8 TON   	2022-07-01	16.2075
4-5T OE             	10	U005           	253521         	AB52040   	101724	2022-07-06 07:12:59.033	2022-07-06 07:13:35.473	0	010            	1-8 TON   	2022-07-01	28.5429
2/005/4-5 COWL MAIN 	20	U005           	253521         	AB45FC03  	102281	2022-07-06 07:23:58.803	2022-07-06 07:34:54.697	0	010            	1-8 TON   	2022-07-01	26.3929
2/140/4-5 MAINLINE  	80	A099           	261090         	AB45ML08  	102367	2022-07-06 07:30:22.197	2022-07-06 07:46:39.410	0	010            	1-8 TON   	2022-07-06	19.4
2/015/4-5 TILT SUB  	10	U005           	253521         	AB45FC04  	102223	2022-07-06 07:36:14.393	2022-07-06 07:44:16.923	0	010            	1-8 TON   	2022-07-01	11.6169
2/140/4-5 MAINLINE  	90	A099           	261090         	AB45ML09  	600481	2022-07-06 08:17:19.593	2022-07-06 08:33:44.137	0	010            	1-8 TON   	2022-07-06	36.0299
2/050/4-5 RADIATRSUB	10	U005           	253521         	AB45FC13  	102260	2022-07-06 08:24:37.630	2022-07-06 10:53:30.857	0	010            	1-8 TON   	2022-07-01	15.1938
2/025/4-5 TRANSMNSUB	10	U005           	253521         	AB45FC06  	600465	2022-07-06 08:27:04.587	2022-07-06 09:05:36.433	0	010            	1-8 TON   	2022-07-01	32.4242
2/030/4-5 PWRTRAIN  	10	U005           	253521         	AB45FC07  	101314	2022-07-06 08:30:38.020	2022-07-06 09:12:30.000	0	010            	1-8 TON   	2022-07-01	24.6243
2/020/4-5 STRAXLPREP	10	U005           	253521         	AB45FC05  	102254	2022-07-06 09:12:11.640	2022-07-06 09:23:08.860	0	010            	1-8 TON   	2022-07-01	8.5512
2/030/4-5 PWRTRAIN  	20	U005           	253521         	AB45FC08  	102121	2022-07-06 09:19:24.740	2022-07-06 09:26:08.803	0	010            	1-8 TON   	2022-07-01	15.4089
2/140/4-5 MAINLINE  	5	U005           	253521         	AB21010   	600535	2022-07-06 09:31:05.543	2022-07-06 09:47:41.963	0	010            	1-8 TON   	2022-07-01	18.9923
2/140/4-5 MAINLINE  	100	A099           	261090         	AB45ML10  	102315	2022-07-06 09:34:27.740	2022-07-06 09:50:54.957	0	010            	1-8 TON   	2022-07-06	14.2
2/030/4-5 PWRTRAIN  	30	U005           	253521         	AB45FC09  	101678	2022-07-06 10:16:48.460	2022-07-06 10:21:48.217	0	010            	1-8 TON   	2022-07-01	20.8341
2/140/4-5 MAINLINE  	10	U005           	253521         	AB45ML01  	600385	2022-07-06 10:17:12.180	2022-07-06 10:29:20.193	0	010            	1-8 TON   	2022-07-01	16.013
2/090/4-5 BATTERYSUB	10	U005           	253521         	AB45FC15  	101623	2022-07-06 10:23:14.587	2022-07-06 11:00:22.500	0	010            	1-8 TON   	2022-07-01	6.7513
2/100/4-5 ARCLENRSUB	10	U005           	253521         	AB45FC15  	101623	2022-07-06 10:23:14.587	2022-07-06 11:00:22.500	0	010            	1-8 TON   	2022-07-01	4.5428
2/140/4-5 MAINLINE  	20	U005           	253521         	AB45ML02  	102332	2022-07-06 10:32:03.980	2022-07-06 10:53:52.110	0	010            	1-8 TON   	2022-07-01	18.1323
2/027/4-5 WETAXLESUB	10	U005           	253521         	AB45FC11  	102262	2022-07-06 10:32:09.090	2022-07-06 10:51:55.563	0	010            	1-8 TON   	2022-07-01	27.7146
2/140/4-5 MAINLINE  	30	U005           	253521         	AB45ML03  	600477	2022-07-06 10:37:38.800	2022-07-06 10:54:03.110	0	010            	1-8 TON   	2022-07-01	18.8341
2/080/4-5 FUELSUBS  	10	U005           	253521         	AB45FC16  	102216	2022-07-06 10:43:24.843	2022-07-06 10:54:57.693	0	010            	1-8 TON   	2022-07-01	11.7085
2/140/4-5 MAINLINE  	40	U005           	253521         	AB45ML04  	102235	2022-07-06 11:04:20.187	2022-07-06 11:18:55.433	0	010            	1-8 TON   	2022-07-01	19.4171
2/030/4-5 PWRTRAIN  	40	U005           	253521         	AB45FC10  	600478	2022-07-06 12:17:40.480	2022-07-06 12:18:22.813	0	010            	1-8 TON   	2022-07-01	10.7512
2/140/4-5 MAINLINE  	50	U005           	253521         	AB45ML05  	600478	2022-07-06 12:19:19.053	2022-07-06 13:47:58.460	0	010            	1-8 TON   	2022-07-01	30.0985
2/110/4-5 HOOD SUB  	10	U005           	253521         	AB45FC17  	102217	2022-07-06 13:04:48.780	2022-07-06 13:15:41.360	0	010            	1-8 TON   	2022-07-01	11.169775
2/4-5TSPED1         	10	G024           	231194         	AB22010   	NULL	2022-07-06 13:37:00.020	NULL	0	010            	1-8 TON   	2022-06-19	8
2/060/4-5 OHG/CAB SB	10	U005           	253521         	AB45FC14  	102249	2022-07-06 14:15:12.223	2022-07-06 14:30:59.357	0	010            	1-8 TON   	2022-07-01	15.1086
2/060/4-5 OHG/CAB SB	5	U005           	253521         	AB45FC14A 	102249	2022-07-06 14:15:17.367	2022-07-06 14:27:16.643	0	010            	1-8 TON   	2022-07-01	7.7926
2/140/4-5 MAINLINE  	60	U005           	253521         	AB45ML06  	102313	2022-07-06 14:27:45.693	2022-07-06 14:38:51.870	0	010            	1-8 TON   	2022-07-01	19.5508
1-3T CYLINDER SUB   	10	A268           	261493         	AB62030   	101561	2022-07-06 14:39:46.453	2022-07-06 14:44:39.927	0	010            	1-8 TON   	2022-07-06	4.4999
1-3T MAST MAINLINE  	10	A268           	261493         	AB61010   	102352	2022-07-06 14:39:56.097	2022-07-06 14:40:29.397	0	010            	1-8 TON   	2022-07-06	5.1665
1-3T CHAIN ASSEMBLY 	10	A268           	261493         	AB62022   	600450	2022-07-06 14:45:14.883	2022-07-06 14:46:28.940	0	010            	1-8 TON   	2022-07-06	19.5999
1-3T MAST MAINLINE  	20	A268           	261493         	AB61020   	101548	2022-07-06 14:50:19.390	2022-07-06 14:56:51.517	0	010            	1-8 TON   	2022-07-06	8.1159
2/140/4-5 MAINLINE  	70	U005           	253521         	AB45ML07  	600531	2022-07-06 14:56:59.410	2022-07-06 15:12:59.483	0	010            	1-8 TON   	2022-07-01	26.7925
1-3T CARRIAGE SUB   	10	A268           	261493         	AB62050   	102138	2022-07-06 15:01:50.773	2022-07-06 15:02:22.603	0	010            	1-8 TON   	2022-07-06	0.75
1-3T MAST MAINLINE  	30	A268           	261493         	AB61030   	101744	2022-07-06 15:06:56.717	2022-07-06 15:14:48.187	0	010            	1-8 TON   	2022-07-06	11.4994
1-3T MAST VALVE SUB 	10	A268           	261493         	AB62040   	102241	2022-07-06 15:07:28.673	2022-07-06 15:10:21.820	0	010            	1-8 TON   	2022-07-06	2.8786
2/140/4-5 MAINLINE  	80	U005           	253521         	AB45ML08  	102367	2022-07-06 15:25:07.463	2022-07-06 15:25:55.330	0	010            	1-8 TON   	2022-07-01	27.1891
1-3T MAST MAINLINE  	40	A268           	261493         	AB61040   	600455	2022-07-06 16:13:24.717	2022-07-06 16:16:27.730	0	010            	1-8 TON   	2022-07-06	7.8331
1-3T MAST MAINLINE  	50	A268           	261493         	AB61050   	102231	2022-07-06 16:18:24.730	2022-07-06 16:23:12.550	0	010            	1-8 TON   	2022-07-06	3.833
2/140/4-5 MAINLINE  	90	U005           	253521         	AB45ML09  	600481	2022-07-06 16:19:18.207	2022-07-06 16:31:15.623	0	010            	1-8 TON   	2022-07-01	32.31605
1-3T MAST MAINLINE  	60	A268           	261493         	AB61060   	600454	2022-07-06 16:24:06.993	2022-07-06 16:25:45.240	0	010            	1-8 TON   	2022-07-06	5.4998
1-3T MAST MAINLINE  	70	A268           	261493         	AB61070   	102428	2022-07-06 16:27:49.160	2022-07-06 16:28:51.997	0	010            	1-8 TON   	2022-07-06	5.4976
1-3T MAST MAINLINE  	80	A268           	261493         	AB61080   	102291	2022-07-06 16:28:41.247	2022-07-06 16:32:27.523	0	010            	1-8 TON   	2022-07-06	5.9998
1-3T MAST MAINLINE  	90	A268           	261493         	AB61090   	102399	2022-07-06 16:49:34.900	2022-07-06 16:49:50.980	0	010            	1-8 TON   	2022-07-06	2.7495
1-3T MAST MAINLINE  	100	A268           	261493         	AB61100   	106743	2022-07-06 17:03:24.583	2022-07-06 17:10:05.790	0	010            	1-8 TON   	2022-07-06	8.9163
1-3T OE             	10	A268           	261493         	AB61110   	600411	2022-07-06 17:10:13.180	2022-07-06 17:15:04.047	0	010            	1-8 TON   	2022-07-06	3.4998
1-3T MAST VALVE SUB 	10	A935           	220608         	AB62040   	102267	2022-07-06 19:07:26.870	2022-07-06 19:11:32.230	0	010            	1-8 TON   	2022-07-01	1.9996
1-3T MAST MAINLINE  	10	A935           	220608         	AB61010   	102219	2022-07-06 19:08:49.473	2022-07-06 19:14:54.363	0	010            	1-8 TON   	2022-07-01	5.1665
1-3T CYLINDER SUB   	10	A935           	220608         	AB62030   	102379	2022-07-06 19:10:52.600	2022-07-06 19:15:45.133	0	010            	1-8 TON   	2022-07-01	6.250025
1-3T MAST MAINLINE  	20	A935           	220608         	AB61020   	102444	2022-07-06 19:16:03.323	2022-07-06 19:20:22.887	0	010            	1-8 TON   	2022-07-01	7.8659
1-3T MAST MAINLINE  	30	A935           	220608         	AB61030   	102188	2022-07-06 19:20:34.467	2022-07-06 19:27:18.880	0	010            	1-8 TON   	2022-07-01	6.6666
1-3T OE             	80	A935           	220608         	AB61180   	102272	2022-07-06 19:22:18.370	2022-07-06 19:23:30.240	0	010            	1-8 TON   	2022-07-01	3.498
1-3T MAST MAINLINE  	40	A935           	220608         	AB61040   	600455	2022-07-06 19:38:50.130	2022-07-06 19:39:07.490	0	010            	1-8 TON   	2022-07-01	7.333
1-3T CARRIAGE SUB   	10	A935           	220608         	AB62050   	102415	2022-07-06 19:40:15.983	2022-07-06 19:42:58.240	0	010            	1-8 TON   	2022-07-01	8.922
1-3T MAST MAINLINE  	50	A935           	220608         	AB61050   	102231	2022-07-06 19:43:00.550	2022-07-06 19:45:21.773	0	010            	1-8 TON   	2022-07-01	6.0808
1-3T MAST MAINLINE  	60	A935           	220608         	AB61060   	600454	2022-07-06 19:45:24.053	2022-07-06 19:47:01.283	0	010            	1-8 TON   	2022-07-01	3.9998
1-3T MAST MAINLINE  	70	A935           	220608         	AB61070   	102428	2022-07-06 19:48:25.217	2022-07-06 20:33:03.150	0	010            	1-8 TON   	2022-07-01	7.2498
1-3T MAST MAINLINE  	80	A935           	220608         	AB61080   	102291	2022-07-06 20:37:10.697	2022-07-06 20:45:46.727	0	010            	1-8 TON   	2022-07-01	4.4998
1-3T MAST MAINLINE  	90	A935           	220608         	AB61090   	102399	2022-07-06 20:46:43.860	2022-07-06 20:47:10.630	0	010            	1-8 TON   	2022-07-01	10.4798
1-3T MAST MAINLINE  	100	A935           	220608         	AB61100   	102389	2022-07-06 20:51:32.270	2022-07-06 20:55:54.647	0	010            	1-8 TON   	2022-07-01	7.9163
1-3T OE             	10	A935           	220608         	AB61110   	600411	2022-07-06 20:58:56.480	2022-07-06 21:05:20.030	0	010            	1-8 TON   	2022-07-01	6.7518
1-3T OE             	20	A935           	220608         	AB61120   	102381	2022-07-06 21:15:47.043	2022-07-06 21:28:23.307	0	010            	1-8 TON   	2022-07-01	19.0046
1-3T OE             	30	A935           	220608         	AB61130   	102371	2022-07-06 21:31:18.877	2022-07-06 21:38:11.083	0	010            	1-8 TON   	2022-07-01	14.2538
1-3T OE             	40	A935           	220608         	AB61140   	102337	2022-07-06 21:39:13.683	2022-07-06 21:45:59.640	0	010            	1-8 TON   	2022-07-01	10.2997
1-3T OE             	50	A935           	220608         	AB61150   	102120	2022-07-06 21:54:42.003	2022-07-06 21:56:00.013	0	010            	1-8 TON   	2022-07-01	13.0018
1-3T OE             	60	A935           	220608         	AB61160   	102272	2022-07-06 22:09:42.317	2022-07-06 22:10:31.963	0	010            	1-8 TON   	2022-07-01	5.0019
1-3T OE             	70	A935           	220608         	AB61170   	102364	2022-07-06 22:21:12.620	2022-07-06 22:29:48.527	0	010            	1-8 TON   	2022-07-01	10.0043
1-3T OE             	90	A935           	220608         	AB61190   	102274	2022-07-06 22:46:46.637	2022-07-06 22:16:57.493	0	010            	1-8 TON   	2022-07-01	20.0004
2/140/4-5 MAINLINE  	100	U005           	253521         	AB45ML10  	102315	2022-07-07 05:38:33.363	2022-07-07 05:47:33.600	0	010            	1-8 TON   	2022-07-01	30.4402
2/130/4-5 LPGBRACKET	10	U005           	253521         	AB45FC18  	600476	2022-07-07 05:38:51.083	2022-07-07 06:08:59.290	0	010            	1-8 TON   	2022-07-01	13.1676
1/170/1-8T TIREPRESS	10	G024           	231194         	ABTIRPRS  	NULL	2022-07-07 05:51:54.133	NULL	0	010            	1-8 TON   	2022-06-19	27.49
2/140/4-5 MAINLINE  	110	U005           	253521         	AB45ML11  	102259	2022-07-07 07:06:49.437	2022-07-07 07:09:23.643	0	010            	1-8 TON   	2022-07-01	16.5002
2/140/4-5 MAINLINE  	120	U005           	253521         	AB45ML12  	102195	2022-07-07 07:20:55.900	2022-07-07 07:30:04.983	0	010            	1-8 TON   	2022-07-01	25.9342
2/140/4-5 MAINLINE  	130	U005           	253521         	AB45ML13  	102348	2022-07-07 09:08:33.450	2022-07-07 09:12:16.820	0	010            	1-8 TON   	2022-07-01	5.5818
1-3T MAST MAINLINE  	10	A968           	212862         	AB61010   	102352	2022-07-07 10:42:52.320	2022-07-07 10:43:23.820	0	010            	1-8 TON   	2022-07-01	10.333
1-3T MAST MAINLINE  	30	A968           	212862         	AB61030   	101744	2022-07-07 11:09:14.950	2022-07-07 11:09:44.250	0	010            	1-8 TON   	2022-07-01	15.8739
1-3T MAST MAINLINE  	50	A968           	212862         	AB61050   	101387	2022-07-07 12:21:39.800	2022-07-07 12:23:08.623	0	010            	1-8 TON   	2022-07-01	5.8327
1-3T MAST MAINLINE  	60	A968           	212862         	AB61060   	600505	2022-07-07 12:29:51.157	2022-07-07 12:32:24.440	0	010            	1-8 TON   	2022-07-01	6.7496
1-3T MAST MAINLINE  	70	A968           	212862         	AB61070   	600526	2022-07-07 12:43:33.447	2022-07-07 12:44:09.670	0	010            	1-8 TON   	2022-07-01	7.2474
1-3T MAST MAINLINE  	80	A968           	212862         	AB61080   	600526	2022-07-07 12:46:12.933	2022-07-07 12:49:52.447	0	010            	1-8 TON   	2022-07-01	6.7496
2/003/4-5 VALVE ASSY	10	G024           	231194         	AB45FC01  	102233	2022-07-07 12:53:53.833	2022-07-07 13:11:20.450	0	010            	1-8 TON   	2022-06-19	20.457
1-3T CARRIAGE SUB   	10	A968           	212862         	AB62050   	102138	2022-07-07 12:59:36.313	2022-07-07 13:01:23.873	0	010            	1-8 TON   	2022-07-01	0.75
1-3T MAST MAINLINE  	90	A968           	212862         	AB61090   	600341	2022-07-07 13:02:01.973	2022-07-07 13:02:32.650	0	010            	1-8 TON   	2022-07-01	4.5033
2/080/4-5 FUELSUBS  	10	G024           	231194         	AB45FC16  	102216	2022-07-07 13:13:50.497	2022-07-07 13:23:16.473	0	010            	1-8 TON   	2022-06-19	6.9588
1-3T MAST MAINLINE  	100	A968           	212862         	AB61100   	101476	2022-07-07 13:28:49.360	2022-07-07 13:33:36.737	0	010            	1-8 TON   	2022-07-01	16.3326
1-3T OE             	10	A968           	212862         	AB61110   	101372	2022-07-07 13:34:12.180	2022-07-07 13:35:54.770	0	010            	1-8 TON   	2022-07-01	14.4994
1-3T OE             	20	A968           	212862         	AB61120   	102316	2022-07-07 13:36:15.663	2022-07-07 13:42:18.647	0	010            	1-8 TON   	2022-07-01	14.5056
1-3T OE             	30	A968           	212862         	AB61130   	102316	2022-07-07 13:50:23.580	2022-07-07 13:57:40.713	0	010            	1-8 TON   	2022-07-01	13.4996
1-3T OE             	40	A968           	212862         	AB61140   	102345	2022-07-07 13:58:31.360	2022-07-07 14:02:41.767	0	010            	1-8 TON   	2022-07-01	12.2676
1-3T OE             	50	A968           	212862         	AB61150   	101838	2022-07-07 14:14:25.587	2022-07-07 14:19:07.527	0	010            	1-8 TON   	2022-07-01	17.9996
1-3T OE             	60	A968           	212862         	AB61160   	102180	2022-07-07 14:20:05.970	2022-07-07 14:34:01.013	0	010            	1-8 TON   	2022-07-01	6.008
1-3T OE             	70	A968           	212862         	AB61170   	102180	2022-07-07 14:34:30.563	2022-07-07 14:35:08.067	0	010            	1-8 TON   	2022-07-01	5.9998
2/002/4-7 LEVER SUB 	10	G024           	231194         	AB45FC20  	600539	2022-07-07 14:59:51.377	2022-07-09 05:26:00.420	0	010            	1-8 TON   	2022-06-19	12.42
2/025/4-5 TRANSMNSUB	20	G024           	231194         	AB45FC22  	102348	2022-07-07 15:24:45.700	2022-07-09 08:35:34.333	0	010            	1-8 TON   	2022-06-19	21.3457
2/140/4-5 MAINLINE  	110	A099           	261090         	AB45ML11  	NULL	2022-07-07 17:25:12.080	NULL	0	010            	1-8 TON   	2022-07-06	54.9995
1-3T MAST VALVE SUB 	10	A268           	230151         	AB62040   	NULL	2022-07-09 01:28:24.160	NULL	0	010            	1-8 TON   	2022-07-08	5.2964
1-3T CYLINDER SUB   	10	A268           	230151         	AB62030   	NULL	2022-07-09 01:31:27.540	NULL	0	010            	1-8 TON   	2022-07-08	4.4999
2/001/4-5MASTERCYL  	10	G024           	231194         	AB45FC19  	102165	2022-07-09 05:07:13.940	2022-07-09 05:07:32.707	0	010            	1-8 TON   	2022-06-19	20.3503
FLM SEAT ASSY       	10	G024           	231194         	AB92265   	102285	2022-07-09 05:52:25.070	2022-07-09 06:06:02.373	0	010            	1-8 TON   	2022-06-19	11.207775
2/050/4-5 RADIATRSUB	10	G024           	231194         	AB45FC13  	102260	2022-07-09 05:54:46.180	2022-07-09 09:36:53.317	0	010            	1-8 TON   	2022-06-19	10.5637
2/005/4-5 COWL MAIN 	5	G024           	231194         	AB45FC21  	101580	2022-07-09 06:08:08.450	2022-07-09 06:37:31.200	0	010            	1-8 TON   	2022-06-19	18.9644
2/015/4-5 TILT SUB  	10	G024           	231194         	AB45FC04  	600357	2022-07-09 06:20:00.337	2022-07-09 06:25:19.017	0	010            	1-8 TON   	2022-06-19	30.1173
2/040/4-5 EXHAUSTSUB	10	G024           	231194         	AB45FC12  	102260	2022-07-09 06:38:58.647	2022-07-09 06:42:11.530	0	010            	1-8 TON   	2022-06-19	2.9464806
2/005/4-5 COWL MAIN 	10	G024           	231194         	AB45FC02  	102433	2022-07-09 06:55:49.553	2022-07-09 07:11:15.090	0	010            	1-8 TON   	2022-06-19	14.2172
2/005/4-5 COWL MAIN 	20	G024           	231194         	AB45FC03  	102281	2022-07-09 07:18:45.520	2022-07-09 07:30:52.287	0	010            	1-8 TON   	2022-06-19	27.9095
2/140/4-5 MAINLINE  	5	G024           	231194         	AB21010   	600535	2022-07-09 07:31:55.840	2022-07-09 07:40:13.047	0	010            	1-8 TON   	2022-06-19	27.9777
2/140/4-5 MAINLINE  	10	G024           	231194         	AB45ML01  	600385	2022-07-09 07:55:11.203	2022-07-09 08:06:12.720	0	010            	1-8 TON   	2022-06-19	15.0133
2/030/4-5 PWRTRAIN  	10	G024           	231194         	AB45FC07  	101314	2022-07-09 08:28:17.700	2022-07-09 09:08:45.297	0	010            	1-8 TON   	2022-06-19	19.0009
4-7T CHAIN ASSEMBLY 	10	G024           	231194         	AB52010   	102087	2022-07-09 08:33:35.960	2022-07-09 08:33:57.650	0	010            	1-8 TON   	2022-06-19	14.3721
1-3T MAST MAINLINE  	10	A268           	240637         	AB61010   	102352	2022-07-09 09:07:12.537	2022-07-09 09:07:35.210	0	010            	1-8 TON   	2022-07-08	5.1665
1-3T CYLINDER SUB   	10	A268           	240637         	AB62030   	101561	2022-07-09 09:11:43.070	2022-07-09 09:36:40.003	0	010            	1-8 TON   	2022-07-08	4.4999
1-3T MAST VALVE SUB 	10	A268           	240637         	AB62040   	102241	2022-07-09 09:14:41.793	2022-07-09 09:17:51.897	0	010            	1-8 TON   	2022-07-08	5.2964
2/030/4-5 PWRTRAIN  	20	G024           	231194         	AB45FC08  	102121	2022-07-09 09:15:41.990	2022-07-09 09:32:37.363	0	010            	1-8 TON   	2022-06-19	14.7073
1-3T MAST MAINLINE  	20	A268           	240637         	AB61020   	101548	2022-07-09 09:22:40.307	2022-07-09 09:30:18.270	0	010            	1-8 TON   	2022-07-08	8.1159
4-7T CYLINDER SUB   	10	G024           	231194         	AB52022   	101751	2022-07-09 09:34:30.923	2022-07-09 09:56:54.560	0	010            	1-8 TON   	2022-06-19	15.0839
1-3T CARRIAGE SUB   	10	A268           	240637         	AB62050   	102138	2022-07-09 09:42:17.560	2022-07-09 09:51:38.427	0	010            	1-8 TON   	2022-07-08	9.42
2/140/4-5 MAINLINE  	40	G024           	231194         	AB45ML04  	102235	2022-07-09 09:45:40.727	2022-07-09 10:28:22.637	0	010            	1-8 TON   	2022-06-19	17.6343
1-3T MAST MAINLINE  	30	A268           	240637         	AB61030   	101744	2022-07-09 09:50:11.883	2022-07-09 09:58:59.933	0	010            	1-8 TON   	2022-07-08	12.1243
2/090/4-5 BATTERYSUB	10	G024           	231194         	AB45FC15  	101623	2022-07-09 09:50:16.340	2022-07-09 10:27:12.440	0	010            	1-8 TON   	2022-06-19	7.4679
2/100/4-5 ARCLENRSUB	10	G024           	231194         	AB45FC15  	101623	2022-07-09 09:50:16.340	2022-07-09 10:27:12.440	0	010            	1-8 TON   	2022-06-19	9.3428
1-3T MAST MAINLINE  	40	A268           	240637         	AB61040   	101579	2022-07-09 10:00:01.973	2022-07-09 10:08:04.657	0	010            	1-8 TON   	2022-07-08	7.8331
1-3T MAST MAINLINE  	50	A268           	240637         	AB61050   	102273	2022-07-09 10:10:31.503	2022-07-09 10:14:12.873	0	010            	1-8 TON   	2022-07-08	3.833
4-7T MAST MAINLINE  	10	G024           	231194         	AB51010   	101736	2022-07-09 10:11:06.663	2022-07-09 10:20:26.217	0	010            	1-8 TON   	2022-06-19	22.6496
2/027/4-5 WETAXLESUB	10	G024           	231194         	AB45FC11  	102262	2022-07-09 10:11:36.400	2022-07-09 10:43:08.167	0	010            	1-8 TON   	2022-06-19	39.6285
1-3T MAST MAINLINE  	60	A268           	240637         	AB61060   	101387	2022-07-09 10:19:17.613	2022-07-09 10:23:23.880	0	010            	1-8 TON   	2022-07-08	5.4998
2/020/4-5 STRAXLPREP	10	G024           	231194         	AB45FC05  	102254	2022-07-09 10:20:11.620	2022-07-09 10:06:28.973	0	010            	1-8 TON   	2022-06-19	44.2989
4-7T MAST MAINLINE  	20	G024           	231194         	AB51020   	101911	2022-07-09 10:21:14.143	2022-07-09 10:37:08.323	0	010            	1-8 TON   	2022-06-19	36.9989
1-3T MAST MAINLINE  	70	A268           	240637         	AB61070   	600526	2022-07-09 10:37:57.003	2022-07-09 10:41:56.940	0	010            	1-8 TON   	2022-07-08	5.4976
1-3T MAST MAINLINE  	80	A268           	240637         	AB61080   	102180	2022-07-09 10:42:44.837	2022-07-09 10:47:02.430	0	010            	1-8 TON   	2022-07-08	5.9998
4-7T MAST MAINLINE  	30	G024           	231194         	AB51030   	102338	2022-07-09 10:44:00.907	2022-07-09 10:50:09.123	0	010            	1-8 TON   	2022-06-19	21.5979
1-3T MAST MAINLINE  	90	A268           	240637         	AB61090   	600341	2022-07-09 10:55:12.677	2022-07-09 10:56:49.703	0	010            	1-8 TON   	2022-07-08	9.2515
