ProcessID	OperationID	BuildID	WUnit	StationID	ClockNumber	ScanInTime	ScanOutTime	RedirectedAt	Plant	FlowLine	SCDDTE	plannedtime
2/030/4-5 PWRTRAIN  	30	G024           	231194         	AB45FC09  	102258	2022-07-09 11:04:02.557	2022-07-09 11:04:48.593	0	010            	1-8 TON   	2022-06-19	23.2844
2/030/4-5 PWRTRAIN  	40	G024           	231194         	AB45FC10  	600478	2022-07-09 11:11:53.723	2022-07-09 11:14:50.793	0	010            	1-8 TON   	2022-06-19	8.9179
2/140/4-5 MAINLINE  	50	G024           	231194         	AB45ML05  	600478	2022-07-09 11:19:18.890	2022-07-09 13:03:04.247	0	010            	1-8 TON   	2022-06-19	24.4322
2/060/4-5 OHG/CAB SB	10	G024           	231194         	AB45FC14  	102249	2022-07-09 11:28:30.940	2022-07-09 12:40:05.187	0	010            	1-8 TON   	2022-06-19	46.7087
2/060/4-5 OHG/CAB SB	5	G024           	231194         	AB45FC14A 	102249	2022-07-09 11:28:49.223	2022-07-09 12:40:09.547	0	010            	1-8 TON   	2022-06-19	64.9921
1-3T MAST MAINLINE  	100	A268           	240637         	AB61100   	101476	2022-07-09 11:42:20.473	2022-07-09 11:44:44.227	0	010            	1-8 TON   	2022-07-08	8.9163
4-7T MAST MAINLINE  	40	G024           	231194         	AB51040   	102386	2022-07-09 11:49:40.607	2022-07-09 11:51:42.373	0	010            	1-8 TON   	2022-06-19	22.9994
4-7T CARRIAGE SUB   	10	G024           	231194         	AB52030   	600452	2022-07-09 11:50:23.737	2022-07-09 12:29:23.513	0	010            	1-8 TON   	2022-06-19	133.8061
4-7T MAST MAINLINE  	50	G024           	231194         	AB51050   	101331	2022-07-09 11:56:46.463	2022-07-09 11:59:30.707	0	010            	1-8 TON   	2022-06-19	17.4995
1-3T OE             	10	A268           	240637         	AB61110   	600417	2022-07-09 12:01:02.797	2022-07-09 12:04:37.540	0	010            	1-8 TON   	2022-07-08	8.4996
1-3T OE             	20	A268           	240637         	AB61120   	102345	2022-07-09 12:06:08.770	2022-07-09 12:09:05.060	0	010            	1-8 TON   	2022-07-08	7.7538
1-3T OE             	30	A268           	240637         	AB61130   	102345	2022-07-09 12:10:44.500	2022-07-09 12:15:49.820	0	010            	1-8 TON   	2022-07-08	8.7478
1-3T OE             	40	A268           	240637         	AB61140   	600505	2022-07-09 12:22:34.997	2022-07-09 12:27:13.593	0	010            	1-8 TON   	2022-07-08	6.2598
2/110/4-5 HOOD SUB  	10	G024           	231194         	AB45FC17  	102217	2022-07-09 12:39:05.163	2022-07-09 13:02:30.400	0	010            	1-8 TON   	2022-06-19	12.919775
1-3T OE             	50	A268           	240637         	AB61150   	101838	2022-07-09 12:39:14.697	2022-07-09 12:43:55.840	0	010            	1-8 TON   	2022-07-08	8.9998
1-3T OE             	60	A268           	240637         	AB61160   	102147	2022-07-09 12:45:16.100	2022-07-09 12:48:45.970	0	010            	1-8 TON   	2022-07-08	2.922
1-3T OE             	70	A268           	240637         	AB61170   	102203	2022-07-09 12:49:11.193	2022-07-09 12:50:05.620	0	010            	1-8 TON   	2022-07-08	4.8339
1-3T OE             	90	A268           	240637         	AB61190   	101484	2022-07-09 12:55:45.460	2022-07-09 12:57:03.860	0	010            	1-8 TON   	2022-07-08	20.0004
2/140/4-5 MAINLINE  	60	G024           	231194         	AB45ML06  	102313	2022-07-09 14:01:15.083	2022-07-09 14:07:56.353	0	010            	1-8 TON   	2022-06-19	26.0158
2/140/4-5 MAINLINE  	20	G024           	231194         	AB45ML02  	102332	2022-07-09 14:34:29.360	2022-07-09 08:33:36.177	0	010            	1-8 TON   	2022-06-19	20.7676
2/140/4-5 MAINLINE  	30	G024           	231194         	AB45ML03  	600477	2022-07-09 14:35:12.367	2022-07-09 09:24:38.430	0	010            	1-8 TON   	2022-06-19	55.7507
1-3T MAST MAINLINE  	10	C883           	260899         	AB61010   	102352	2022-07-09 15:05:40.140	2022-07-09 15:06:01.017	0	010            	1-8 TON   	2022-07-08	5.1665
1-3T MAST MAINLINE  	20	C883           	260899         	AB61020   	101548	2022-07-09 15:13:59.523	2022-07-09 15:23:00.120	0	010            	1-8 TON   	2022-07-08	7.8659
1-3T MAST VALVE SUB 	10	C883           	260899         	AB62040   	102241	2022-07-09 15:21:35.907	2022-07-09 15:25:03.650	0	010            	1-8 TON   	2022-07-08	1.9996
1-3T CYLINDER SUB   	10	C883           	260899         	AB62030   	102272	2022-07-09 16:19:14.530	2022-07-09 16:28:16.830	0	010            	1-8 TON   	2022-07-08	6.250025
1-3T MAST MAINLINE  	30	C883           	260899         	AB61030   	102188	2022-07-09 16:54:20.193	2022-07-09 17:00:19.840	0	010            	1-8 TON   	2022-07-08	6.6666
1-3T MAST MAINLINE  	40	C883           	260899         	AB61040   	600455	2022-07-09 17:05:31.297	2022-07-09 17:08:15.053	0	010            	1-8 TON   	2022-07-08	7.333
1-3T MAST MAINLINE  	50	C883           	260899         	AB61050   	102231	2022-07-09 17:09:03.167	2022-07-09 17:13:27.297	0	010            	1-8 TON   	2022-07-08	6.0808
1-3T MAST MAINLINE  	60	C883           	260899         	AB61060   	600454	2022-07-09 17:13:42.220	2022-07-09 17:17:01.963	0	010            	1-8 TON   	2022-07-08	3.9998
1-3T MAST MAINLINE  	70	C883           	260899         	AB61070   	102428	2022-07-09 17:19:05.243	2022-07-09 17:29:32.807	0	010            	1-8 TON   	2022-07-08	7.2498
1-3T MAST MAINLINE  	80	C883           	260899         	AB61080   	102291	2022-07-09 17:31:28.583	2022-07-09 17:34:04.230	0	010            	1-8 TON   	2022-07-08	4.4998
1-3T CARRIAGE SUB   	10	C883           	260899         	AB62050   	102415	2022-07-09 17:55:50.170	2022-07-09 17:56:16.207	0	010            	1-8 TON   	2022-07-08	8.922
1-3T MAST MAINLINE  	90	C883           	260899         	AB61090   	102399	2022-07-09 17:56:17.440	2022-07-09 17:56:57.710	0	010            	1-8 TON   	2022-07-08	8.4998
1-3T MAST MAINLINE  	100	C883           	260899         	AB61100   	102276	2022-07-09 18:06:02.870	2022-07-09 18:10:14.293	0	010            	1-8 TON   	2022-07-08	7.9163
1-3T OE             	10	C883           	260899         	AB61110   	600411	2022-07-09 18:11:36.583	2022-07-09 18:15:35.130	0	010            	1-8 TON   	2022-07-08	6.7518
1-3T OE             	20	C883           	260899         	AB61120   	102381	2022-07-09 18:54:40.497	2022-07-09 18:58:44.187	0	010            	1-8 TON   	2022-07-08	9.0038
1-3T OE             	30	C883           	260899         	AB61130   	102388	2022-07-09 19:27:46.447	2022-07-09 19:33:37.820	0	010            	1-8 TON   	2022-07-08	8.2538
1-3T OE             	40	C883           	260899         	AB61140   	102337	2022-07-09 19:35:43.410	2022-07-09 19:39:49.350	0	010            	1-8 TON   	2022-07-08	9.2997
1-3T OE             	50	C883           	260899         	AB61150   	102120	2022-07-09 19:43:49.660	2022-07-09 19:44:19.773	0	010            	1-8 TON   	2022-07-08	7.5018
1-3T OE             	60	C883           	260899         	AB61160   	102274	2022-07-09 20:30:38.070	2022-07-09 20:31:22.827	0	010            	1-8 TON   	2022-07-08	5.0019
1-3T OE             	70	C883           	260899         	AB61170   	102364	2022-07-09 20:46:48.600	2022-07-09 20:52:10.110	0	010            	1-8 TON   	2022-07-08	10.0043
1-3T OE             	90	C883           	260899         	AB61190   	102371	2022-07-09 20:51:38.573	2022-07-09 20:56:21.233	0	010            	1-8 TON   	2022-07-08	20.0004
2/130/4-5 LPGBRACKET	10	G024           	231194         	AB45FC18  	600476	2022-07-14 04:58:20.090	2022-07-14 06:38:13.593	0	010            	1-8 TON   	2022-06-19	11.1676
2/140/4-5 MAINLINE  	70	G024           	231194         	AB45ML07  	102323	2022-07-14 05:05:25.630	2022-07-14 05:08:50.340	0	010            	1-8 TON   	2022-06-19	27.2735
1-3T MAST MAINLINE  	10	A268           	219982         	AB61010   	102352	2022-07-14 05:29:32.493	2022-07-14 05:30:05.700	0	010            	1-8 TON   	2022-07-08	5.1665
1-3T MAST MAINLINE  	20	A268           	219982         	AB61020   	101548	2022-07-14 05:39:19.630	2022-07-14 05:45:56.723	0	010            	1-8 TON   	2022-07-08	8.1159
1-3T CYLINDER SUB   	10	A268           	219982         	AB62030   	101561	2022-07-14 05:39:27.600	2022-07-14 06:14:13.680	0	010            	1-8 TON   	2022-07-08	5.9999
2/140/4-5 MAINLINE  	80	G024           	231194         	AB45ML08  	600357	2022-07-14 05:43:36.677	2022-07-14 05:48:39.430	0	010            	1-8 TON   	2022-06-19	32.6457
1-3T MAST VALVE SUB 	10	A268           	219982         	AB62040   	102241	2022-07-14 05:47:13.327	2022-07-14 05:51:20.297	0	010            	1-8 TON   	2022-07-08	5.713
1-3T CARRIAGE SUB   	10	A268           	219982         	AB62050   	102138	2022-07-14 05:51:40.657	2022-07-14 05:54:55.603	0	010            	1-8 TON   	2022-07-08	8.922
2/140/4-5 MAINLINE  	140	U005           	253521         	AB45ML14  	101480	2022-07-14 05:56:42.883	2022-07-14 05:58:22.150	0	010            	1-8 TON   	2022-07-01	54.2524
1-3T MAST MAINLINE  	10	A268           	237829         	AB61010   	102352	2022-07-14 05:57:45.040	2022-07-14 05:58:21.307	0	010            	1-8 TON   	2022-07-07	5.1665
1-3T MAST MAINLINE  	30	A268           	219982         	AB61030   	101744	2022-07-14 06:04:45.720	2022-07-14 06:15:51.747	0	010            	1-8 TON   	2022-07-08	12.1243
1-3T CYLINDER SUB   	10	A268           	237829         	AB62030   	101561	2022-07-14 06:05:13.313	2022-07-14 06:34:29.847	0	010            	1-8 TON   	2022-07-07	4.4999
1-3T MAST MAINLINE  	20	A268           	237829         	AB61020   	101548	2022-07-14 06:07:32.510	2022-07-14 06:16:26.737	0	010            	1-8 TON   	2022-07-07	8.1159
2/140/4-5 MAINLINE  	145	U005           	253521         	AB45ML20  	101577	2022-07-14 06:09:20.417	2022-07-14 06:15:11.677	0	010            	1-8 TON   	2022-07-01	31.3371
1-3T MAST VALVE SUB 	10	A268           	237829         	AB62040   	102241	2022-07-14 06:21:02.680	2022-07-14 06:26:45.633	0	010            	1-8 TON   	2022-07-07	5.2964
2/140/4-5 MAINLINE  	150	U005           	253521         	AB45ML15  	600485	2022-07-14 06:21:34.043	2022-07-14 06:31:58.203	0	010            	1-8 TON   	2022-07-01	27.2517
1-3T MAST MAINLINE  	40	A268           	219982         	AB61040   	101579	2022-07-14 06:22:24.613	2022-07-14 06:30:17.143	0	010            	1-8 TON   	2022-07-08	7.8331
2/140/4-5 MAINLINE  	90	G024           	231194         	AB45ML09  	600481	2022-07-14 06:22:56.320	2022-07-14 06:40:52.817	0	010            	1-8 TON   	2022-06-19	47.46695
1-3T CARRIAGE SUB   	10	A268           	237829         	AB62050   	102138	2022-07-14 06:25:49.000	2022-07-14 06:30:51.727	0	010            	1-8 TON   	2022-07-07	9.42
1-3T MAST MAINLINE  	30	A268           	237829         	AB61030   	101744	2022-07-14 06:28:54.243	2022-07-14 06:40:09.420	0	010            	1-8 TON   	2022-07-07	12.1243
1-3T MAST MAINLINE  	50	A268           	219982         	AB61050   	101387	2022-07-14 06:37:24.227	2022-07-14 06:41:34.403	0	010            	1-8 TON   	2022-07-08	3.833
1-3T MAST MAINLINE  	40	A268           	237829         	AB61040   	101579	2022-07-14 06:43:15.777	2022-07-14 06:50:18.937	0	010            	1-8 TON   	2022-07-07	7.8331
1-3T MAST MAINLINE  	60	A268           	219982         	AB61060   	101387	2022-07-14 06:46:47.177	2022-07-14 06:47:47.433	0	010            	1-8 TON   	2022-07-08	5.4998
1-3T MAST MAINLINE  	70	A268           	219982         	AB61070   	102273	2022-07-14 06:48:16.703	2022-07-14 06:52:00.060	0	010            	1-8 TON   	2022-07-08	5.4976
2/140/4-5 MAINLINE  	100	G024           	231194         	AB45ML10  	102126	2022-07-14 06:53:30.430	2022-07-14 07:01:19.377	0	010            	1-8 TON   	2022-06-19	21.8403
1-3T MAST MAINLINE  	80	A268           	219982         	AB61080   	600526	2022-07-14 06:55:32.897	2022-07-14 07:04:48.077	0	010            	1-8 TON   	2022-07-08	5.9998
1-3T MAST MAINLINE  	50	A268           	237829         	AB61050   	101387	2022-07-14 07:00:26.073	2022-07-14 07:03:58.990	0	010            	1-8 TON   	2022-07-07	3.833
1-3T MAST MAINLINE  	90	A268           	219982         	AB61090   	600341	2022-07-14 07:07:50.957	2022-07-14 07:09:55.723	0	010            	1-8 TON   	2022-07-08	9.2514
2/140/4-5 MAINLINE  	160	U005           	253521         	AB45ML16  	600491	2022-07-14 07:08:17.837	2022-07-14 07:26:15.077	0	010            	1-8 TON   	2022-07-01	30.2201
1-3T MAST MAINLINE  	60	A268           	237829         	AB61060   	101387	2022-07-14 07:09:05.310	2022-07-14 07:10:32.010	0	010            	1-8 TON   	2022-07-07	5.4998
1-3T MAST MAINLINE  	70	A268           	237829         	AB61070   	102273	2022-07-14 07:10:43.790	2022-07-14 07:16:51.100	0	010            	1-8 TON   	2022-07-07	5.4976
1-3T MAST MAINLINE  	80	A268           	237829         	AB61080   	600526	2022-07-14 07:18:17.550	2022-07-14 07:22:29.127	0	010            	1-8 TON   	2022-07-07	5.9998
1-3T MAST MAINLINE  	90	A268           	237829         	AB61090   	600341	2022-07-14 07:24:03.700	2022-07-14 07:30:22.233	0	010            	1-8 TON   	2022-07-07	9.2515
1-3T MAST MAINLINE  	100	A268           	219982         	AB61100   	102180	2022-07-14 07:29:30.257	2022-07-14 07:29:53.603	0	010            	1-8 TON   	2022-07-08	8.9163
2/140/4-5 MAINLINE  	170	U005           	253521         	AB45ML17  	102320	2022-07-14 07:36:29.183	2022-07-14 07:57:15.103	0	010            	1-8 TON   	2022-07-01	47.5989
1-3T OE             	10	A268           	219982         	AB61110   	600417	2022-07-14 07:39:25.393	2022-07-14 07:42:39.450	0	010            	1-8 TON   	2022-07-08	8.4996
1-3T MAST MAINLINE  	100	A268           	237829         	AB61100   	102180	2022-07-14 07:43:33.190	2022-07-14 07:48:28.680	0	010            	1-8 TON   	2022-07-07	8.9163
1-3T OE             	20	A268           	219982         	AB61120   	102316	2022-07-14 07:47:14.403	2022-07-14 07:48:26.790	0	010            	1-8 TON   	2022-07-08	7.7538
1-3T OE             	30	A268           	219982         	AB61130   	102316	2022-07-14 07:49:16.247	2022-07-14 07:55:35.827	0	010            	1-8 TON   	2022-07-08	8.7478
2/140/4-5 MAINLINE  	180	U005           	253521         	AB45ML18  	600521	2022-07-14 07:59:16.430	2022-07-14 08:14:08.810	0	010            	1-8 TON   	2022-07-01	20.2774
1-3T OE             	10	A268           	237829         	AB61110   	600417	2022-07-14 08:02:45.380	2022-07-14 08:05:55.200	0	010            	1-8 TON   	2022-07-07	8.4996
1-3T OE             	40	A268           	219982         	AB61140   	600505	2022-07-14 08:04:11.750	2022-07-14 08:13:27.647	0	010            	1-8 TON   	2022-07-08	10.0597
2/140/4-5 MAINLINE  	110	G024           	231194         	AB45ML11  	102259	2022-07-14 08:05:32.337	2022-07-14 08:07:07.160	0	010            	1-8 TON   	2022-06-19	56.0831
1-3T OE             	20	A268           	237829         	AB61120   	102316	2022-07-14 08:06:15.780	2022-07-14 08:09:23.787	0	010            	1-8 TON   	2022-07-07	7.7538
1-3T OE             	30	A268           	237829         	AB61130   	102316	2022-07-14 08:09:55.180	2022-07-14 08:15:03.050	0	010            	1-8 TON   	2022-07-07	8.7478
2/140/4-5 MAINLINE  	190	U005           	253521         	AB45ML19  	102096	2022-07-14 08:14:39.093	2022-07-14 08:15:21.427	0	010            	1-8 TON   	2022-07-01	30.6355
1-3T OE             	50	A268           	219982         	AB61150   	101838	2022-07-14 08:17:16.660	2022-07-14 08:44:26.807	0	010            	1-8 TON   	2022-07-08	8.9998
1-3T OE             	40	A268           	237829         	AB61140   	600505	2022-07-14 08:18:49.483	2022-07-14 08:45:15.170	0	010            	1-8 TON   	2022-07-07	6.2598
1-3T OE             	60	A268           	219982         	AB61160   	102147	2022-07-14 08:48:53.293	2022-07-14 08:53:17.480	0	010            	1-8 TON   	2022-07-08	7.5058
1-3T OE             	50	A268           	237829         	AB61150   	101838	2022-07-14 08:49:37.047	2022-07-14 08:56:05.127	0	010            	1-8 TON   	2022-07-07	8.9998
1-3T OE             	60	A268           	237829         	AB61160   	102147	2022-07-14 08:56:59.663	2022-07-14 08:58:18.847	0	010            	1-8 TON   	2022-07-07	2.922
1-3T OE             	90	A268           	237829         	AB61190   	101484	2022-07-14 09:00:45.350	2022-07-14 09:07:58.293	0	010            	1-8 TON   	2022-07-07	20.0004
1-3T OE             	70	A268           	237829         	AB61170   	102203	2022-07-14 09:02:08.890	2022-07-14 09:05:59.793	0	010            	1-8 TON   	2022-07-07	4.8339
1-3T OE             	80	A268           	219982         	AB61180   	101372	2022-07-14 15:08:08.293	2022-07-14 15:08:43.780	0	010            	1-8 TON   	2022-07-08	3.498
1-3T OE             	70	A268           	219982         	AB61170   	101372	2022-07-14 15:15:28.673	2022-07-14 15:19:20.290	0	010            	1-8 TON   	2022-07-08	7.6683
1-3T OE             	90	A268           	219982         	AB61190   	102371	2022-07-14 16:17:25.280	2022-07-14 16:21:19.717	0	010            	1-8 TON   	2022-07-08	20.0004
1-3T MAST MAINLINE  	10	A955           	257085         	AB61010   	102219	2022-07-14 18:09:54.633	2022-07-14 18:14:57.187	0	010            	1-8 TON   	2022-07-06	5.1665
1-3T MAST VALVE SUB 	10	A955           	257085         	AB62040   	102267	2022-07-14 18:10:44.500	2022-07-14 18:14:54.500	0	010            	1-8 TON   	2022-07-06	1.9996
1-3T MAST MAINLINE  	20	A955           	257085         	AB61020   	102444	2022-07-14 18:14:57.830	2022-07-14 18:19:22.517	0	010            	1-8 TON   	2022-07-06	7.8659
1-3T CHAIN ASSEMBLY 	10	A955           	257085         	AB62022   	NULL	2022-07-14 18:15:20.237	NULL	0	010            	1-8 TON   	2022-07-06	13.8248
1-3T MAST MAINLINE  	30	A955           	257085         	AB61030   	102188	2022-07-14 18:19:21.313	2022-07-14 18:47:15.927	0	010            	1-8 TON   	2022-07-06	6.6666
1-3T MAST MAINLINE  	40	A955           	257085         	AB61040   	102274	2022-07-14 18:47:24.820	2022-07-14 18:51:19.817	0	010            	1-8 TON   	2022-07-06	7.333
1-3T MAST MAINLINE  	50	A955           	257085         	AB61050   	102231	2022-07-14 18:54:39.560	2022-07-14 18:56:32.730	0	010            	1-8 TON   	2022-07-06	6.0808
1-3T MAST MAINLINE  	60	A955           	257085         	AB61060   	600454	2022-07-14 18:57:57.757	2022-07-14 19:00:17.930	0	010            	1-8 TON   	2022-07-06	3.9998
1-3T MAST MAINLINE  	70	A955           	257085         	AB61070   	102428	2022-07-14 19:02:52.950	2022-07-14 19:08:48.197	0	010            	1-8 TON   	2022-07-06	7.2498
1-3T MAST MAINLINE  	80	A955           	257085         	AB61080   	102291	2022-07-14 19:11:47.547	2022-07-14 19:16:56.023	0	010            	1-8 TON   	2022-07-06	4.4998
1-3T CARRIAGE SUB   	10	A955           	257085         	AB62050   	102415	2022-07-14 20:31:27.713	2022-07-14 20:31:44.793	0	010            	1-8 TON   	2022-07-06	0.75
1-3T MAST MAINLINE  	90	A955           	257085         	AB61090   	102272	2022-07-14 20:33:33.090	2022-07-14 20:33:50.450	0	010            	1-8 TON   	2022-07-06	1.4998
1-3T MAST MAINLINE  	100	A955           	257085         	AB61100   	102276	2022-07-14 20:43:21.613	2022-07-14 20:48:36.123	0	010            	1-8 TON   	2022-07-06	7.9163
1-3T OE             	10	A955           	257085         	AB61110   	600411	2022-07-14 20:53:57.320	2022-07-14 20:55:39.597	0	010            	1-8 TON   	2022-07-06	0.75
